------- 1 - Términos	BI2024
parámetro de condiciones extremas	stress parameter	BI2024
estudios de estabilidad en condiciones extremas	stress stability testing	BI2024
estudios en condiciones extremas	stress studies	BI2024
muestra sometida a condiciones extremas 	stressed sample	BI2024
accidente cerebrovascular	stroke	BI2024
volumen sistólico	stroke volume	BI2024
volumen sistólico	stroke output	BI2024
fórmula estructural	structural formula	BI2024
medicamento en estudio	study drug	BI2024
grupo de estudio	study group	BI2024
subpartida 	sub-batch 	BI2024
subclonar	subclone	BI2024
subconfluente	sub-confluent	BI2024
subcutáneo 	subcutaneous	BI2024
sujeto	subject	de un estudio clínico)	BI2024
sublote	sublot	BI2024
sublote	sub-lot	BI2024
glándula submaxilar	submandibular gland	BI2024
presentación para el registro	submission	de un producto ante las autoridades sanitarias)	BI2024
partículas subvisibles	sub-visible particles	BI2024
partículas subvisibles	subvisible particles	BI2024
sucralosa	sucralose	BI2024
sacarosa	sucrose	BI2024
gragea	sugar coated tablet	BI2024
sulfatación	sulfation	BI2024
sulfona	sulfone	BI2024
aminoácido sulfurado 	sulfur aminoacid	BI2024
sulfafenazol	sulphaphenazole	BI2024
ceniza sulfatada	sulphate ash	BI2024
ceniza sulfatada	sulphated ash	BI2024
conjugado con sulfato	sulphate conjugate	BI2024
determinación de ceniza sulfatada	sulphated ash test	BI2024
sulfito	sulphite	BI2024
sulfonilurea 	sulphonylurea	BI2024
resumen de eficacia clínica	summary of clinical efficacy	BI2024
resumen de seguridad clínica	summary of clinical safety	BI2024
Resumen de las características del producto  	Summary of Product Characteristics  	BI2024
Suntest	Suntest	BI2024
tromboflebitis superficial	superficial thrombophlebitis	BI2024
solución sobrenadante	supernatant solution	BI2024
solución sobresaturada	supersaturated solution	BI2024
sobresaturación	supersaturation	BI2024
solicitud complementaria del registro de un medicamento  	supplemental new drug application  	BI2024
ser propicio para el desarrollo de bacterias	support bacterial growth	BI2024
estudios respaldatorios de estabilidad	supporting stability studies 	BI2024
documentación respaldatoria	supportive documentation	BI2024
documentación respaldatoria	support documentation	BI2024
resonancia de plasmones superficiales	surface plasmon resonance	BI2024
superable	surmountable	BI2024
sustituto	surrogate	BI2024
como sustituto	as surrogate	BI2024
anticuerpo monoclonal anti‑IL-36R específico sustituto de ratón 	surrogate, mouse specific anti-IL36R monoclonal antibody	BI2024
técnicas de cultivo en suspensión	suspension culture techniques	BI2024
ancho de barrido	sweep width	BI2024
limitación por síntomas	symptom limitation	BI2024
beneficio sintomático	symptomatic benefit	BI2024
criterio de valoración de síntomas	symptomatic endpoint	BI2024
impurezas de síntesis	synthesis impurities	BI2024
impureza sintética 	synthetic impurity	BI2024
vías de síntesis	synthetic pathways	BI2024
ruta sintética	synthetic route	BI2024
muestreo manual mediante el uso de una jeringa	syringe manual sampling	BI2024
jarabe	syrup	BI2024
clasificación por órganos y sistemas	system organ class 	referido al MedDRA)	BI2024
adecuación del sistema	system suitability	BI2024
solución para adecuación del sistema	system suitability solution	BI2024
prueba de adecuación del sistema	system suitability test 	BI2024
lupus eritematoso sistémico	Systemic Lupus Erytthematosus	BI2024
tensión arterial sistólica	systolic arterial pressure	BI2024
citocinas mediadas por linfocitos T colaboradores  [Th1/Th17]	T helper cell mediated cytokines [Th1/Th17]	BI2024
valor t	t value	estadística)	BI2024
índice	Table of Contents	BI2024
comprimido	tablet	BI2024
resistencia del comprimido al aplastamiento	tablet crushing strength	BI2024
prensa para comprimidos	tablet press	BI2024
herramienta de compresión	tablet tooling	para la formación de comprimidos)	BI2024
comprimido dentro del comprimido 	tablet-in-tablet	BI2024
resumen tabulado	tabulated summary	BI2024
cola de cromatografía	tailing	BI2024
factor de cola	tailing factor	BI2024
talco	talc 	BI2024
precinto de seguridad	tamper protection seal	BI2024
tapa con precinto de seguridad	tamper-evident cap	BI2024
tapa con precinto de seguridad	tamper evident cap	BI2024
cierre con precinto de seguridad	tamper-evident closure	BI2024
tamsulosina	tamsulosin 	BI2024
espectrometría de masas en tándem [MS/MS]	tandem mass spectrometry [MS/MS]	BI2024
detección por espectrometría de masa en tándem	tandem mass spectrometry detection	BI2024
método de la tangente	tangent method 	cromatografía)	BI2024
saturación de la cámara	tank saturation	BI2024
calcular la tara	tare	BI2024
dosis del estudio	target dose	BI2024
grupo objetivo	target group	BI2024
órganos afectados	target organs	BI2024
peso objetivo del comprimido	target tablet weight	BI2024
disposición del fármaco mediada por la diana	target-mediated drug disposition	BI2024
tapones forrados con teflón	teflon lined caps	BI2024
variación cíclica de la temperatura	temperature cycling	BI2024
perfil de temperatura	temperature profile	BI2024
plantilla	template 	BI2024
estar sensible	tender	referido a la piel)	BI2024
dolorido	tender	BI2024
doloroso a la palpación	tender	BI2024
dolor a la palpación	tenderness	BI2024
dolor leve	tenderness	BI2024
vida media terminal	terminal half-life	BI2024
procedimiento analítico del estudio	test analytical procedure	BI2024
artículo en estudio	test article	BI2024
cámara de prueba	test chamber	BI2024
medicación en estudio 	test drug	BI2024
centro	test facility	de realización del estudio)	BI2024
análisis del desprendimiento de partículas	test for particle shedding	BI2024
sustancia en estudio	test item	BI2024
análisis de la fórmula de la sustancia en estudio	test item formulation analysis 	BI2024
método analítico	test method	BI2024
parámetro analítico	test parameter	BI2024
producto experimental	test product 	BI2024
muestra de prueba 	test sample	BI2024
sustancia en estudio	test substance	BI2024
sistema experimental	test system	BI2024
especificación analítica	testing specification 	BI2024
tetrahidrato	tetrahydrate	BI2024
tetrametilsilano	tetramethylsilane	BI2024
talasemia	thalassemia	BI2024
descongelación	thawing	BI2024
peso teórico	theoretical weight 	BI2024
clasificación terapéutica 	therapeutic classification	BI2024
fracaso terapéutico	therapeutic failure	BI2024
monitor de actividad térmica	thermal activity monitor	BI2024
lámina térmica	thermofoil	BI2024
termogravimetría	thermogravimetry	BI2024
termogravimetría	thermo-gravimetry	BI2024
tiamina	thiamin	BI2024
mononitrato de tiamina	thiamine mononitrate	BI2024
nitrato de tiamina	thiamine nitrate	BI2024
tiacida	thiazide	BI2024
diuréticos tiacídicos	thiazide diuretics	BI2024
engrosamiento blancuzco del tronco pulmonar	thickened whitish truncus pulmonalis	BI2024
agente espesante	thickening agent 	BI2024
espesor	thickness	BI2024
cromatografía de capa fina	thin layer chromatography	BI2024
placa de cromatografía de capa fina	thin layer chromatography plate 	BI2024
reductor	thinner	BI2024
diluyente	thinner	según el contexto)	BI2024
tioacetamida	thioacetamide	BI2024
ácido tioglicólico	thioglycolic acid	BI2024
Quedan prohibidas la transmisión, reproducción, publicación y toda otra utilización, total o parcial, de este documento sin autorización previa por escrito.	This document may not -in full or in part- be passed on, reproduced, published, or otherwise used without prior written permission. 	BI2024
nitrato de torio	thorium nitrate	BI2024
tres veces al día	three times a day [t.i.d.] / 	BI2024
blíster de aluminio trilaminado	three-ply aluminium blister	BI2024
estudio cruzado en tres vías	three-way crossover trial	BI2024
umbral de toxicidad	threshold of toxicological concern	BI2024
inhibidor de la trombina	thrombin inhibitor	BI2024
trastornos tromboembólicos 	thromboembolic disorders 	BI2024
tromboplastina	thromboplastin 	BI2024
apoyo del émbolo	thumb pad	de una jeringa)	BI2024
glándula tiroidea 	thyroid gland	BI2024
volumen de aire durante la respiración normal	tidal volume	BI2024
volumen de aire en reposo	tidal volume during quiet breathing	BI2024
materiales de acondicionamiento hermético	tight packaging materials	BI2024
hermeticidad	tightness	BI2024
months)	time	tiempo (expresado en meses)	BI2024
curso cronológico	time course	BI2024
tiempo en el rango terapéutico	time in therapeutic range	BI2024
momento de medición 	time point	BI2024
tiempo transcurrido hasta que se termina de disolver	time to complete dissolution	BI2024
tiempo transcurrido hasta la aparición del evento	time to event	BI2024
tiempo hasta alcanzar la concentración máxima [tmáx]	time to reach Cmax 	BI2024
patrón de distribución tisular	tissue dissolution pattern	BI2024
activador de plasminógeno tisular natural	tissue plasminogen activator	BI2024
dióxido de titanio	titanium dioxide	BI2024
óxido de titanio	titanium oxide	BI2024
portada	title page	BI2024
titulador	titrant 	referido a un equipo) 	BI2024
valorar 	titrate	BI2024
valoración (volumétrica	titration	BI2024
cuantitativa)	titration	BI2024
reactivo de valoración	titration reagent	BI2024
análisis volumétrico	titrimetric assay	BI2024
procedimiento volumétrico	titrimetric procedure	BI2024
volumetría	titrimetry	BI2024
tocoferol	tocopherol	BI2024
tocoferilo	tocopheryl	BI2024
tolerabilidad	tolerability	BI2024
tolueno	toluene	BI2024
proceso de lecho fluidizado superior por pulverización 	top spray fluid bed process	BI2024
local	topical	BI2024
destornillador dinamométrico	torque screw	BI2024
recuento de microorganismos aerobios totales 	total aerobic microbial count 	BI2024
recuento bacteriano total 	total bacterial count	BI2024
depuración total del analito en plasma 	total clearance of the analyte in plasma 	BI2024
ácidos grasos totales	total fatty acids	BI2024
recuento fúngico total	total fungal count	BI2024
tiempo total de infusión	total infusion time	BI2024
impurezas totales	total of all impurities	BI2024
depuración plasmática total	total plasma clearance	BI2024
which ranges from 0 to 4 of at least 3 in which 0 = clear, 3 = moderate, 4 = severe)	total score	puntuación total (en el intervalo de 0 a 4 de un mínimo de 3 en el cual 0 equivale a leve, 3 a moderado, y 4 a grave) (referido a los brotes - espesolimab)	BI2024
toxicocinética	toxicokinetics	BI2024
toxidermia	toxidermia	BI2024
trazabilidad	traceability 	BI2024
nombre comercial	tradename	BI2024
factor de cola	trailing factor	BI2024
transferencia	transfer 	BI2024
línea de transferencia	transfer line	BI2024
puerto de transferencia 	transfer port	BI2024
factor de crecimiento transformante	transforming growth factor	BI2024
ataque isquémico transitorio	transient ischemic attack	BI2024
índice transicional de disnea	transition dyspnoea index	BI2024
metal de transición	transition metal	BI2024
transmitancia	transmittance	BI2024
tubo de grafito calentado en forma transversal 	transversely heated graphite tube	BI2024
grupo de tratamiento	treatment arm	BI2024
pacientes sin tratamiento previo	treatment-näive patients	BI2024
pacientes sin tratamiento previo	treatment-naive patients	BI2024
respuesta al tratamiento orientado al objetivo	treat-to-target response	BI2024
fórmula del estudio	trial formulation	BI2024
centro del ensayo	trial site	BI2024
triaminopiridina	triaminopyrimidin	BI2024
tridodecilamina	tridodecylamine	BI2024
espectómetro de masas de triple cuadrupolo	triple-stage quadrupole mass spectrometer	BI2024
trituración	trituration	BI2024
sustancia triturada	trituration	BI2024
éster etílico del ácido trópico	tropic acid ethyl ester	BI2024
troponina T	troponin T	BI2024
concentración mínima	trough level	BI2024
mapeo de los péptidos obtenidos por hidrólisis con tripsina 	tryptic peptide mapping	BI2024
tubo de ensayo	tube	BI2024
tubo de ensayo	test tube	BI2024
cortatubos	tube cutter	BI2024
tuberculosis	tuberculosis	BI2024
turbio	turbid	BI2024
turbidez	turbidity	BI2024
turbidímetro 	turbidimeter	BI2024
determinación turbidimétrica	turbidimetric determination	BI2024
recambio	turnover	BI2024
dos veces al día [b.i.d.]	twice daily [b.i.d.]	BI2024
estudio cruzado en dos períodos	two period crossover trial	BI2024
estudio cruzado en dos períodos	two period cross-over trial	BI2024
estudio cruzado en dos vías	two way crossover trial	BI2024
estudio cruzado en dos vías	two way cross-over trial	BI2024
pico de dos cadenas	two-chain peak	BI2024
intervalo de confianza del 95% bilateral 	two-sided 95% confidence interval	BI2024
intervalo de tolerancia bilateral	two-sided tolerance interval	BI2024
diabetes mellitus tipo 2	type 2 diabetes mellitus	BI2024
diabetes mellitus tipo 2	type II diabetes mellitus	BI2024
solución de Tyrode	Tyrode's solution	BI2024
actividad de la cinasa de tirosina	tyrosine kinase activity	BI2024
inhibidor de la cinasa de tirosina	tyrosine kinase inhibitor	BI2024
ultravioleta	ultraviolet	BI2024
barrido UV	ultraviolet scan	BI2024
barrido UV	UV-scan	BI2024
por barrido UV	by UV-scan	BI2024
espectroscopía UV/VIS	UV/VIS spectroscopy	BI2024
espectroscopía ultravioleta	ultraviolet spectroscopy	BI2024
visible spectroscopy        espectroscopía visible	BI2024
desenmascaramiento	unblinding	BI2024
disolución inalterada	unchanged solution	BI2024
comprimidos no recubiertos 	uncoated tablets	BI2024
humedad no controlada	uncontrolled humidity	BI2024
tiempo bruto de retención	uncorrected retention time	BI2024
enfermedad de base	underlying disease	BI2024
hidratado	undried	BI2024
atribución inequívoca de las impurezas	unequivocal attribution of the impurities 	BI2024
uniblock	uniblock	referido a un atomizador	BI2024
uniformidad de dosis liberada	uniformity of delivered dose	(si es de una boquilla) administrada	si no es de una boquilla)	BI2024
uniformidad de masa	uniformity of mass	BI2024
uniformidad del peso medido	uniformity of metered mass	BI2024
actividad de control no inhibida	uninhibited control activity	BI2024
tuerca de unión	union nut	BI2024
no ionizado	unionised	BI2024
Estados Unidos [EE.UU.]	United States	BI2024
ficha técnica de los Estados Unidos	United States package insert	BI2024
ficha técnica de los Estados Unidos	US package insert	BI2024
Farmacopea de los Estados Unidos	United States Pharmacopeia	BI2024
a menos que se especifique otra indicación 	unless otherwise mentioned	BI2024
a menos que se establezca otra indicación 	unless otherwise provided	BI2024
sin envasar	unpacked	BI2024
comprimidos sin protección	unprotected tablets	BI2024
sin especificar	unspecified 	BI2024
muestra en condiciones normales 	unstressed sample	BI2024
efecto no deseado	unwanted effect	BI2024
desenrollado	unwinding	BI2024
ajuste ascendente de la dosis	up titration	BI2024
límite normal superior	upper limit of normal	BI2024
límite de cuantificación superior 	upper limit of quantitation 	BI2024
vías respiratorias inferiores	upper respiratory tract	BI2024
la parte superior de los muslos	upper thighs	BI2024
cociente entre el límite superior y el inferior	upper-lower-ratio	BI2024
análisis de orina	urinalysis	BI2024
análisis de orina	urine analysis	BI2024
sedimento urinario	urinary sediment	BI2024
uso en poblaciones específicas	use in specific populations	BI2024
principio del tubo en U oscilante	u-tube principle	BI2024
determinación por UV	UV determination	BI2024
espectrofotometría UV	UV spectrophotometry	BI2024
secador al vacío	vacuum dryer	BI2024
horno de vacío	vacuum oven	BI2024
fuente de vacío	vacuum source	BI2024
análisis al vacío	vacuum testing	BI2024
validación	validation	BI2024
integración de valle a valle 	valley-to-valley integration	BI2024
valvulopatía	valvular heart disease	BI2024
vainillina	vanillin	BI2024
variabilidad	variability	BI2024
detector UV de longitud de onda variable	variable wavelength UV detector	BI2024
variación	variation	BI2024
barniz	varnish	BI2024
enfermedad vascular	vascular disease 	BI2024
receptor del factor de crecimiento del endotelio vascular 	vascular endothelial cell growth factor receptor	BI2024
tromboembolia venosa	venous thromboembolism	BI2024
comunicación interventricular	ventricular septal defect	BI2024
verapamilo	verapamil	BI2024
versus [vs.]	versus 	BI2024
muy ligeramente soluble	very slightly soluble	BI2024
cámara de recipientes	vessel chamber	BI2024
por las vías catabólicas 	via catabolic pathways 	BI2024
ampolla	vial	BI2024
frasco/ vial	vial	En el caso de Metalyse, Actilyse y Praxbind se deberá usar vial	BI2024
molino de discos vibratorios	vibrating mill	referido a granulometrías)	BI2024
espectroscopia vibracional	vibrational spectroscopy	BI2024
virus	viral pathogen	BI2024
potencial evocado visual	visual evoked potential	BI2024
inspección visual	visual test	BI2024
funciones fisiológicas vitales	vital physiological functions	BI2024
antagonista de la vitamina K	vitamin K antagonist	BI2024
volumen [vol.]	volume 	BI2024
volumen de distribución en estado estacionario 	volume of distribution at steady state 	BI2024
volumen por volumen [v/v]	volume per volume [v/v]	BI2024
matraz aforado	volumetric flask	BI2024
solución volumétrica	volumetric solution	BI2024
valoración volumétrica /análisis volumétrico	volumetric titration	BI2024
valoración volumétrica /análisis volumétrico	titration	BI2024
sello	wafer	BI2024
flexión, flexión asimétrica fuera de plano	wag	en espectrometría)  	BI2024
eximir del cumplimiento 	waive	BI2024
warfarina	warfarin	BI2024
solución de enjuague	wash solution	BI2024
período de depuración farmacológica	wash-out	BI2024
período de depuración farmacológica	washout	BI2024
contenido de agua	water content	BI2024
agua para inyectable	water for injection	BI2024
absorción de agua	water uptake	BI2024
baño María	water-bath	BI2024
baño María	waterbath	BI2024
longitud de onda	wavelength 	BI2024
pesafiltro	weighing bottle	BI2024
platillo de balanza	weighing dish	BI2024
peso	weight	BI2024
pesaje	weight	BI2024
pesar los cartuchos con un margen de precisión de 1 mg	weight the cartidges to within 1 mg	en cromatografía)	BI2024
peso/volumen [p/v]	weight/volume [w/v]	BI2024
peso/peso [p/p]	weight/weight [w/w]	BI2024
placa de pocillos	well plate	BI2024
número de onda	Wellenzahlen	BI2024
granulación húmeda	wet granulation	BI2024
área de humedad	wetness area	BI2024
roncha 	wheal	BI2024
leucocito	white blood cells	BI2024
blíster de aluminio de color blanco opaco	white opaque aluminium blister	BI2024
precinto de seguridad de polietileno blanco	white polyethylene tamper	BI2024
blanco a blanquecino	white to off white	referido al color)	BI2024
sangre total	whole blood	BI2024
ratas silvestres	wildtype rats	BI2024
bobinado	winding	de un rollo de aluminio)	BI2024
ventana -por ejemplo: ventana de pH 	window	BI2024
alambre	wire	referido a las mallas de un tamiz)	BI2024
rata Wistar	Wistar rat	BI2024
extraer	withdraw 	referido a un principio activo)	BI2024
retiro	withdraw 	de una persona respecto de un estudio clínico)	BI2024
abstinencia y efecto rebote	withdrawal and rebound	BI2024
referido al sabor de un medicamento)	woodberry	BI2024
frutos del bosque	wood berry	referido al sabor de un medicamento)	BI2024
banco de células de trabajo	working cell bank	BI2024
norma de referencia de trabajo	working reference standard	BI2024
temperatura de trabajo	working temperature	BI2024
variación de trabajo compartido	worksharing variation	BI2024
procesamiento	workup 	BI2024
procesamiento del tubo de toma de muestras	workup of the sample collection tube	BI2024
en el peor de los casos	worst-case scenario	BI2024
en el peor de los casos	worst case scenario	BI2024
resumen descriptivo	written summary	BI2024
injerto heterólogo 	xenograft	BI2024
lámpara de xenón	xenon lamp	BI2024
difracción de rayos X	X-ray diffraction	BI2024
mohos y levaduras 	yeasts and moulds	BI2024
obtener de manera sistemática	yield routinely 	BI2024
ordenada al origen	y-intercept	en un gráfico de coordenadas)	BI2024
zeaxantina	zeaxanthin	BI2024
cinética de orden cero	zero-order kinetics	BI2024
zinc	zinc	BI2024
sulfato de zinc	zinc sulphate 	BI2024
síndrome de Zollinger-Ellison 	Zollinger-Ellison-Syndrome	BI2024
Zorbax Bonus	Zorbax Bonus 	cromatografía)	BI2024
rata Zucker obesa diabética 	Zucker Diabetic Fatty rat	BI2024
-------- 2 - Portada	BI2024
MODELO DE PORTADA		BI2024
Datos de estabilidad del producto farmacéutico. Estudios de estabilidad acelerada y a largo plazo		BI2024
		Núm. del documento: U09-1716-02	BI2024
Código de BI		09/095-02	BI2024
09/095-02	Núm. del estudio:	BI2024
Sustancia(s) en estudio:		Telmisartán	BI2024
Identificación del material:		85029	BI2024
Título:		BI2024
		Comprimidos multicapa de telmisartán	BI2024
		de 80 mg 	BI2024
Autor(es):		BI2024
		Michael Meier, Ph.D.	BI2024
Instituto(s)		Boehringer Ingelheim Pharma GmbH & Co. KG Birkendorfer Str. 65, 88397 Biberach an der Riss, Alemania.	BI2024
Boehringer Ingelheim Pharma GmbH & Co. KG Birkendorfer Str. 65, 88397 Biberach an der Riss, Alemania.	Compañía:	BI2024
Departamento(s):		Departamento de Ciencias Analíticas	BI2024
Fecha del informe:		12 de octubre de 2023                   Página 1 de 36	BI2024
Información confidencial protegida por derechos de propiedad intelectual.  © 2023 Boehringer Ingelheim International GmbH o sus empresas afiliadas.Todos los derechos reservados.		BI2024
Quedan prohibidas la transmisión, la reproducción, la publicación y toda otra utilización, total o parcial, del presente sin autorización previa por escrito.		BI2024
-------- 3 - Pautas	BI2024
Pautas básicas de formato y estilo	BI2024
A. Estilo	BI2024
1. Se ruega no dejar términos en inglés si es posible traducirlos y evitar el uso de anglicismos.	BI2024
Escherichia coli).	2. Si se deja un término en inglés, por favor escribirlo en cursiva. Proceder con el mismo criterio para todo otro idioma, como por ejemplo: latín	BI2024
3. Ante una disyuntiva sobre un determinado uso o norma, consultar a la Coordinadora de BI para llegar a un acuerdo.	BI2024
4. Para los nombres del principio activo, solicitamos que se respete el original. Si en el documento original aparece con mayúscula, en la traducción deberá estar con mayúscula y si en el documento original aparece con minúscula, en la traducción deberá estar con minúscula.	BI2024
5. Los accidentes y los nombres geográficos van en español, como regla general. Los nombres propios no se traducen.	BI2024
en lugar de punto). No obstante, para cifras a partir de mil por favor no agregar el punto (a pedido de los colegas de México).	6. Los números decimales en español van con coma	BI2024
7. El criterio estilístico básico es recurrir a las colocaciones, las frases y los términos más idiomáticos, como también optar por locuciones latinas siempre que sea posible, de modo de lograr un texto final en español que sea preciso y se lea con naturalidad.	BI2024
de la Argentina y de otros países de América Latina), del cual requerimos su autorización. Por consiguiente, debemos procurar que nuestro lector se encuentre con una redacción fluida y que además no se plantee interrogantes respecto de la terminología utilizada.	8. Recomendamos tener en cuenta que el lector de las traducciones de la documentación del área regulatoria es un funcionario de una autoridad sanitaria	BI2024
B. Formato	BI2024
1. Salvo disposición en contrario, el formato de la traducción deberá respetar todos los detalles del original. En el caso de que en un cuadro o en una tabla con referencias no sea posible sobreescribir el texto, por favor dejar las referencias en inglés y agregar la traducción debajo. 	BI2024
2. Sugerimos que el índice, las viñetas, etc. se generen con las funciones automáticas de Word.	BI2024
3. Recomendamos pasar el corrector ortográfico luego de haber terminado la última etapa de control de calidad y antes de hacer la entrega final de los textos a BI.	BI2024
3. Solicitamos entregar las traducciones en Word.	BI2024
4. Las referencias bibliográficas se transcriben, no se traducen.	BI2024
C. Siglas	BI2024
usarlas en español), como por ejemplo ADN. En los casos en que se pueda evitar el uso de una sigla, se recomienda evitarlo. 	1. Dejar las siglas en inglés y consignar su significado en español, entre paréntesis, la primera vez que aparecen. Excepción: las siglas que se conocen en español	BI2024
aunque sí sus formas extendidas). Excepciones: traducciones ya existentes al español de uso generalizado (ej.: ICH-ICH / WHO-OMS). 	2. Las siglas referidas a organismos internacionales no se traducen	BI2024
RELY, por ejemplo). 	3. Las siglas de los nombres de los ensayos clínicos no se traducen	BI2024
4. Las abreviaturas no se pluralizan en español.	BI2024
5. Las listas de las siglas que aparecen en los originales se deben consignar en la traducción por orden alfabético.	BI2024
-------- 4 - Fuentes	BI2024
Fuentes de consulta y de referencia recomendadas	BI2024
Diccionario crítico de dudas inglés -español de medicina, Navarro, Mc Graw Hill.	BI2024
Diccionario panhispánico de términos médicos: www.dptm.es  	BI2024
Guía de estilo de la RAE: www.rae.es	BI2024
Diccionario de la Real Academia Española: www.rae.es	BI2024
Diccionario Panhispánico de Dudas, Real Academia Española, Santillana	BI2024
Revista Panacea: https://www.revistapanacea.com/	BI2024
Tremédica: https://www.tremedica.org	BI2024
Medline plus: www.nlm.nih.gov/medlineplus	BI2024
Organización Mundial de la Salud: www.who.int	BI2024
ANMAT: www.anmat.gov.ar	BI2024
FDA: www.fda.org	BI2024
BI: www.boehringer-ingelheim.com	BI2024
Termium: https://www.btb.termiumplus.gc.ca/	BI2024
intramed.net	BI2024
Pub Med: www.https://pubmed.ncbi.nlm.nih.gov	BI2024
Interactive Terminology for Europe: iate.europa.eu 	BI2024
European Medicines Agency: ema.europa.eu	BI2024
US Pharmacopea: usp.org	BI2024
Red PARF):   https://www.paho.org/es/red-parf-red-panamericana-para-armonizacion-reglamentacion-farmaceutica	Red Panamericana para la Armonización de la Reglamentación Farmacéutica	BI2024
-------- 5 - Productos	BI2024
PRODUCTOS VIGENTES	BI2024
Principios activos y nombres comerciales	BI2024
Español	Inglés	BI2024
Giotrif)	Afatinib	afatinib	BI2024
Actilyse)	Alteplase	alteplasa	BI2024
Pradaxa)	Dabigatran	dabigatrán etexilato	BI2024
Jardiance)	Empagliflozin	empagliflozina	BI2024
Glyxambi)	Empagliflozin + linagliptin	empagliflozina + linagliptina	BI2024
Jardiance Duo - Synjardy)	Empagliflozin + metformin	empagliflozina + metformina	BI2024
Praxbind)	Idarucizumab	idarucizumab 	BI2024
Atrovent)	Ipratropium	ipratropio 	BI2024
Berodual)	Ipratropium + Fenoterol	ipratropio + fenoterol	BI2024
Trayenta)	Linagliptin	linagliptina	BI2024
Jentadueto - Trayenta Duo - Trayentamet)	Linagliptin + Metformin	linagliptina + metformina	BI2024
Mobic)	Meloxicam	meloxicam	BI2024
Viramune)	Nevirapine	nevirapina	BI2024
Vargatef, Ofev)	Nintedanib	nintedanib	BI2024
Mirapex - Sifrol)	Pramipexole	pramipexol	BI2024
Spevigo)	Spesolimab	espesolimab	BI2024
Micardis)	Telmisartan	telmisartán	BI2024
Micardis Amlo	Telmisartan + Amlodipine	telmisartán + amlodipina	BI2024
telmisartán + amlodipina	Twysnta)	BI2024
Micardis Plus)	Telmisartan +  Hydrochlorotiazide	telmisartán + hidroclorotiazida	BI2024
Metalyse)	Tenecteplase	tenecteplasa	BI2024
Spiolto)	Tiotropium + Olodaterol	tiotropio + olodaterol	BI2024
Spiriva)	Tiotropium bromide	bromuro de tiotropio	BI2024
Última actualización de los datos: diciembre de 2023.	BI2024
aPTT	aPTT	BI2024
A/G	A/G	BI2024
modelo ANCOVA	ANCOVA model	BI2024
BL-AP	BL-AP	BI2024
A-V	A-V	BI2024
b.i.d.	b.i.d.	BI2024
Crl:NMRI	Crl:NMRI	BI2024
Crl:WI(Han)	Crl:WI(Han)	BI2024
C-HPLC	C-HPLC	BI2024
aprox.	ca	BI2024
ufc	cfu	BI2024
CC/CP	CC/CP	BI2024
unid.	ct	BI2024
cis	cys	BI2024
P450	CYP-450	BI2024
DoE	DoE	BI2024
EGFR-TKI	EGFR-TKI	BI2024
Ph. Eur.	Ph. Eur.	BI2024
BfArM	BfArM	de Alemania	BI2024
Fa	Fa	BI2024
IC50	IC50	BI2024
IgA	IgA	BI2024
IgG	IgG	BI2024
ICP-OES	ICP-OES	BI2024
IL-6	IL 6	BI2024
IL-36	IL36	BI2024
i.d.	i.d.	BI2024
i.v.	i.v.	BI2024
kg	kg	BI2024
LcK	LcK	BI2024
HPLC - MS/MS	HPLC - MS/MS	BI2024
Vmáx	Vmax	BI2024
C(máx,ss)	C(max,ss)	BI2024
Cmáx	Cmax	BI2024
MedDRA	MedDRA	BI2024
µg	µg	BI2024
µM	µM	BI2024
mg	mg	BI2024
ml	ml	BI2024
min	min	BI2024
ng	ng	BI2024
nm	nm	BI2024
nM	nM	BI2024
No corr.	N/A	BI2024
no det.	N/D	BI2024
s.e.	n.t.	BI2024
ppm	ppm	BI2024
v.o.	p.o.	BI2024
pEGFR	pEGFR	BI2024
ppp	ppp	BI2024
pVTEp	pVTEp	BI2024
GPPASI 75	GPPASI 75	BI2024
recup.	recov.	BI2024
h.r.	r.h.	BI2024
vol. rel.	V rel	BI2024
sTF	sTF	BI2024
Th1/Th17	Th1/Th17	BI2024
MS/MS	MS/MS	BI2024
tmáx	tmax	BI2024
b.i.d.	b.i.d.	BI2024
espectroscopía UV/VIS	UV/VIS spectroscopy	BI2024
uLOQ	uLOQ	BI2024
vs.	vs	BI2024
vol.	vol	BI2024
Vss	Vss	BI2024
v/v	v/v	BI2024
p/v	w/v	BI2024
p/p	w/w	BI2024

